viewId,viewName,province,city,viewImg,viewDes,viewTime,viewTransport,viewTicket,viewOpenTime,viewAddress,,star
203,关林庙,河南,洛阳,http://n2-q.mafengwo.net/s6/M00/2B/22/wKgB4lK1PE6ATSNCAAgL19bAyiw38.jpeg,"·关林因葬有关公的首级而得名，始建于明万历年间，清乾隆时加以扩建，如今占地百亩。
·这里是我国唯一的冢、庙、林三祀合一的古代经典建筑，建筑规格是按照宫殿形式修建的，布局严谨壮观。
·古建筑群中最具特色的当属舞楼，另外，这里石碑林立，古柏参天，香火旺盛。
·每年9月29日，这里都会举行关林国际朝圣大典，届时，海外关庙人士和宗亲组织纷纷来到关林，举行隆重的朝拜仪式。",1-3小时,乘坐58路公交，西部15、39路公交，南部坐81路，北部55路公交至关林庙站下，步行即可到达。,"普通票:40人民币 (1月1日-12月31日 周一-周日)
半票:60至69周岁之间老人持身份证、学生持学生证
免票:身高1.4米（不含）以下儿童、70岁及以上老人、残疾人、军人持相关证件",09:00-17:00 (1月1日-12月31日 周二-周日),洛阳市洛龙区关林镇关林南街2号,,5
211,丽景门,河南,洛阳,http://b4-q.mafengwo.net/s11/M00/4E/BF/wKgBEFp_t0eALScdABF_z8tluRA81.jpeg,"·丽景门始建于隋代，长期以来是百官及万民祭祀神的地方，是洛阳古城的西大门。
·“不到丽景门，枉来洛阳城”，这里是洛阳老街的所在地。
·可以来此登楼观景，品味当地小吃，了解历史悠久的河洛文化。
·每年新年之际，这里都会举行“迎新年零点钟声”活动，可亲自敲响象征新年昌盛吉祥的钟",1-3小时,市内坐58路到丽景门景区下，即可到达。,"门票:成人票35人民币/学生票20人民币 (1月1日-12月31日 周一-周日)
半票:优惠政策：学生证、60岁以上老年证
免票:70岁老人持（寿星证）、军人持（军官证）、记者持（记者证），残疾证","08:00-18:30 (04月01日-10月31日 周一-周日)
08:00-20:00 (11月01日-次年03月31日 周一-周日)",洛阳市老城区西门口街与金业路交叉口东,,4
16,龙门石窟,河南,洛阳,http://n4-q.mafengwo.net/s8/M00/A6/6E/wKgBpVUr2zuAePDsAB3NadN9MeQ27.jpeg,"·中国四大石窟之一，历史悠久，开凿经历了多个朝代，断续营造达500余年之久。
·北魏时期雕凿的众多洞窟中，以古阳洞、宾阳中洞和莲花洞、石窟寺这几个洞窟最有代表价值。
·共有97000余尊佛像，其中西山石窟是精华部分，包括卢舍那佛像和“龙门二十品”。
·唐代龙门石窟的重点洞窟中，以规模宏伟、气势磅礴的大卢舍那像龛群雕最为著名。",1-3小时,"火车 ：乘坐火车前往龙门石窟一般先到达洛阳站或者洛阳龙门站，再转乘公交或出租车前往。
1）洛阳站：
乘坐81路公交直达：从【洛阳站（西广场）】上车，到【龙门石窟站】下车。
2）洛阳龙门站：
步行至【通衢路厚载门街口东站】，乘坐67路或71路环线，到【龙门石窟站】下车，票价1元。再乘坐出租车到达龙门石窟。
景区内交通：
电瓶车：除步行以外，游客也可以选择景区内的电瓶车进行游览。
礼佛台——白园
礼佛台——票务中心
礼佛台——东北服务区
白园——票务中心
白园——东北服务区
东北服务区——票务中心
游船：景区内提供游船服务，线路：西山奉先寺码头-东山白园码头，全程约15分钟。","普通票:90人民币 (1月1日-12月31日 周一-周日)
半票:60周岁-69周岁（含）老年人、6周岁（不含）-18周岁（不含）未成年人、全日制大学本科及以下学历学生、香港、澳门、台湾入境学生游客、在外国的中国留学生（学生证、身份证需同时使用）
免票:70周岁（含）以上老年人、6周岁（含）以下或身高1.2米（含）以下儿童、现役军人、残疾军人、离休人员、军队离退休干部、残疾人、伤残人民警察、伤残国家机关工作人员、记者","08:00-17:30；停止售票时间:17:00 (11月15日-次年01月31日 周一-周日)
08:00-18:00；停止售票时间:17:30 (02月01日-03月31日,10月08日-11月14日 周一-周日)
08:00-18:30；停止售票时间:17:30 (04月01日-10月07日 周一-周日)
tips:
· 清明假期、“牡丹文化节”期间的每周五、周六、周日及“五一”假期、“十一”假期期间，提前半小时即7:30售票、推迟半小时即19:00闭馆，清场时间顺延推迟半小时
· 春节假期推迟半小时停止售票",洛阳市洛龙区238省道龙门石窟,,3
217,栾川龙峪湾国家森林公园,河南,栾川,http://p2-q.mafengwo.net/s5/M00/36/52/wKgB3FFtCWiAZ9ypAAEMp0RGRsg32.jpeg,"龙峪湾，古为蛟龙淋浴之地，这里“龙”文化荟萃，溪水、清潭、瀑布纵横其间，四季景色秀丽, 有黑龙潭、白马潭、仙人瀑布、彩虹瀑布、青龙瀑布；仙人洞、藏兵洞、贞女洞、帽盔洞等景点。湾内的 “鸡角尖”,海拔2219 米，壁削刀仞，云雾缭绕，旁边有百亩千年太白杜鹃园，每年4-5 月间竞相绽放，花冠如拳，漫山遍野，景色壮观，异常美丽。",1天,"公交：栾川县城内喷泉乘坐龙峪湾旅游专线车到龙峪湾，票价约10元
旅游专线车发车时间为：6:30-19:00","旺季50 元，淡季30 元（11 月30 日-3 月30 日）索道70 元/
人（往返），单程40 元/ 人","周一至周日 07:00-19:00
Tips：龙峪湾每年冬天会封山，大致于11月-3月期间景区关闭。",河南省洛阳市栾川县庙子乡龙峪湾林场,,4
214,栾川重渡沟风景区,河南,栾川,http://n2-q.mafengwo.net/s5/M00/3B/1E/wKgB3FIMbyOAVW7mABCymQJXmCM33.jpeg,"·东汉光武帝刘秀御赐之名，神秘的历史传说加之景区三绝，使重渡沟声震华夏。
·拥有层层叠叠的竹林，处处可见的泉眼，流淌出清澈的泉水，汇集成涓涓河流和飞泻而下的瀑布。
·由多个景区组成，是夏日避暑的好去处，可以观看美景，体验当地的民俗风情。",1天以上,"1、自驾：
洛阳出发走王城大道向南，过郭寨收费站后沿洛栾快速通道一直走，到前河1号大桥向右拐，从旧县走，顺路标到景区。
2、公共交通：
① 从洛阳火车站对面，每天有多趟班车直达风景区，全程耗时约3小时，冬季班次较少。
② 从栾川县城的汽车站，每天有20多趟班车发往风景区，全程耗时约1.5小时。",成人票:120人民币 (1月1日-12月31日 周一-周日),全天 (1月1日-12月31日 周一-周日),洛阳市栾川县潭头镇重渡村,,3
205,洛阳博物馆老馆,河南,洛阳,http://n1-q.mafengwo.net/s2/M00/BC/9C/wKgBpU5ghNmvG-gJAAFIKjnsqD819.jpeg,洛阳博物馆是洛阳唯一的一座综合性历史博物馆。展馆以史前时期、夏商时期、两周时期、汉魏时期和隋唐时期五大部分组成，展示文物珍品近千件。其中在展品方面重点突出了五万年前的大象化石、新石器时代的彩陶器、夏商周时期的青铜礼器、汉魏时期的彩绘陶器及百戏俑、隋唐时期的彩绘乐舞俑和釉色鲜艳、形态各异的唐三彩等。,获取失败,乘坐37路/K37路;49路/K49路;601路;602路南线;68路/K68路(丰李)68路/K68路(后河西);77路至牡丹桥南站下车,免费,全天 (1月1日-12月31日 周一-周日),洛阳市西工区中州中路298号,,4
207,洛阳民俗博物馆,河南,洛阳,http://p4-q.mafengwo.net/s1/M00/22/FE/wKgBm04FWla0fS9XAAY2F6sVxAg68.jpeg,洛阳民俗博物馆位于河南洛阳市新街南端，是一座以弘扬河洛文化、展示民俗风情为主的专题性博物馆。洛阳民俗博物馆原为潞泽会馆，系山西潞安府(今长治)、泽州府(今晋城)两地商人集资所建，主要用于同乡商人传递信息和物资集散，是晋商文化的产物。又因祀关羽又名关帝庙，为清乾隆九年(1744年)所建。现有舞楼、钟鼓楼、穿房、廊房、正殿、后殿、配殿等，是一组结构严谨、风格独特的古建筑群。1981年建为豫西博物馆，1987年改为洛阳民俗博物馆，次年对外开放。博物馆藏品共1897件。一级品4件，其中明代三世佛，夹贴金工艺，高3.5米，造型优美，工艺考究；清代木塔，金丝楠木，高6米，八面三级重檐。造像304尊，具有很高的艺术价值。刺绣厅主要陈列清末民初的云肩、霞披、罗裙、香袋、腰包、服饰、礼品等各类刺绣品；民间艺术厅陈列有木雕、竹雕、羽毛、镶嵌、皮影、面塑、剪纸、年画等，其中传统戏剧故事木雕数量达120件，皮影数量达213件；信俗厅为复原型陈列，展室中央的大型佛龛内，为三世佛珍品，前侧为金丝楠木塔，另有清代的供器等；婚俗厅为清末洛阳中等家庭婚俗场面复原陈列，分唢呐乐队、拜堂、洞房三部分，彩塑人物23个；寿俗厅有寿屏、贺帐、寿礼、寿俗家具等，其中寿屏为乾隆年间制作，高3.34米，宽7米。,获取失败,公交：市内乘坐22路公交车至“新街九都东路口站”下车，步行即可到达。,20元,周二-周日：上午9:00-12:00，下午13:30-17:00；周一闭馆。,洛阳市老城区新街433号,,3
204,洛阳周王城天子驾六博物馆,河南,洛阳,http://n4-q.mafengwo.net/s6/M00/D3/14/wKgB4lNJ5YOAFQ6pABQPRaP875415.jpeg,"·2003年，在王城广场发现了大量的周王朝时代的车马坑，是21世纪考古的重大发现。
·这里车马坑规模大，车子类型多，摆放整齐，气势宏伟，是当今世界独一无二的“驾六”遗存。
·馆内主要有天子驾六车马坑展厅和周王朝精品文物陈列两个展区，走廓内墙壁悬挂周王城考古发掘的精品文物资料。",获取失败,乘坐5、48、56、81、18、9、103、101、22路公交到王城广场，步行即可到达。,成人票:30人民币 (1月1日-12月31日 周一-周日),08:30-18:30 (1月1日-12月31日 周一-周日),洛阳市西工区中州中路226号,,3
215,木札岭,河南,嵩县,http://n4-q.mafengwo.net/s5/M00/C3/57/wKgB3FE0iRGAXTDhAABMEpIIKy470.jpeg,木札岭景区是伏牛山世界地质公园，国家AAAA级景区，国家级自然保护区，红二十五军长征途经地，电影《木札岭》外景拍摄地。木札岭整个区域分为九撞沟、原始森林、官帽峰三大游览区，有天河瀑、白龙撞、鲁班岭、官帽峰等景点200余个。其中官帽天成、天河飞瀑、古木幽林、灵石妙趣、流泉映翠、云海仙镜、松桦月影、木楼逸情合称“木札岭八景”，誉贯中原。山上千年古树万亩林海；山下飞瀑流泉碧潭如珠。,3小时以上,洛阳有坐长途车到嵩县车村，在包车前往。自驾可走“洛阳-栾川”快速通道到陆浑水库，左转走饭坡、黄庄、木植街到车村；另一条线路，可以走伊河东线水寨、蔡店至汝阳，再往南到木札岭,"70元 优惠买票：1.2米以下儿童免票,1.2米--1.4米购儿童票；60-70岁之间老人凭有效证件购优惠票；70岁以上老人、现役军官凭有效证件可免票。",08:00-16:00 (1月1日-12月31日 周一-周日),洛阳市嵩县车村镇龙王村木札岭景区内,,3
209,神州牡丹园,河南,洛阳,http://p4-q.mafengwo.net/s5/M00/66/5A/wKgB3FElyDCAWzG4AAOSDLsg6sk60.jpeg,神州牡丹园在白马寺对面，文化气息浓厚，里面有很多唐代风格建筑，还有关于牡丹题材的大型文艺表演。牡丹园由牡丹文化区、高科技四季牡丹展示区、牡丹休闲区、牡丹观赏区、商品牡丹综合区。园中有数亿万年天然形成世界罕见的牡丹石，有300 多年树龄的牡丹王，世界最长的百米国粹长廊──唐三彩牡丹壁画和世界上最大的欧阳修汉白玉雕像。,1-3小时,公交：火车站乘56路公交车可直达；关林庙乘58路到终点站下车。驾车：连霍高速——二广高速白马寺站——310国道白马寺镇。,50元,3月-次年6月8:00-18:00，其他时间不开放,洛阳市洛龙区洛白路3号(白马寺斜对面),,4
208,王城公园,河南,洛阳,http://n1-q.mafengwo.net/s8/M00/A5/B1/wKgBpVUr2niAb64hABPF5SUKS8g33.jpeg,"·始建于1955年，因修建在东周王城遗址上而得名，是洛阳市最大的综合性公园。
·公园由古文化区、牡丹花圃、动物馆等几个部分组成，既有深厚的传统意境，又不乏浓郁的现代气息。
·每年的牡丹花会期间，王城公园都是古城的最佳赏花处。",1-3小时,乘坐103、102、40、50、11、9、101、59、19、15路到王城公园下车。,"免费
tips:
牡丹花会期间30元/人",06:00-19:00 (1月1日-12月31日 周一-周日), 洛阳市涧西区中州中路312号,,4
63,云台山,河南,修武,http://p1-q.mafengwo.net/s7/M00/E2/13/wKgB6lP8RBmAJYCmAEC1Ry0bLHg71.jpeg,"·位于焦作市修武县北部，被联合国教科文组织评选为全球首批世界地质公园。
·景区内地形复杂，气候随山势变化各异、泉源丰富、植被茂盛，各种树木和奇花异草种类达五百多种。
·内部有红石峡、泉瀑峡、潭瀑峡、叠彩洞、茱萸峰、万善寺、峰林峡等主要景点。
·主峰茱萸峰海拔1314米，可以眺望怀川平原，云台山有落差314米的云台天瀑，是中国发现的落差最大的瀑布之一。
·山中还有建于明代万历年间的古寺——万善寺，寺名是明神宗御赐，可以祈福烧香。",1天以上,"公共交通：到客车站坐开往白垛或石阡的班车，途经云台山，车票5元，但是车次较少；
打车：可以到县城电信局对面打摩的，一般是20元左右，也可以打的前往，差不多40元","门票:120人民币 (3月1日-11月30日 周一-周日)
普通票:60人民币 (12月1日-次年2月28日 周一-周日)
半票:6周岁（不含）-18周岁（含）未成年人凭学生证/身份证；全日制本科及以下学历在校学生凭学生证；60（含60周岁）－65周岁（不含65周岁）老年人凭身份证/老年人优待证；省级以上劳模和省级以上优秀教师凭有效证件享受半价优惠。
免票:1.4米（含）以下或6周岁（含6周岁）以下儿童免票；65周岁以上（含65周岁）老人凭身份证/老年证免票；现役军人凭军官证或士兵证免票，残疾人凭残疾证，离休干部凭离休证，一级英模、全国道德模范、中国摄影家协会会员凭有效证件免票。
tips:
景区内部交通费：60元/人，内部交通费免票范围：1.4米（含）以下或6周岁（含6周岁）以下儿童。","06:30-18:30 (3月1日-11月30日 周一-周日)
08:00-17:30 (12月1日-次年2月28日 周一-周日)
tips:
具体开放时间以景区当天公告为准",焦作市修武县七贤镇沙墙村北2公里,,5
54,茱萸峰景区,河南,修武,http://b4-q.mafengwo.net/s6/M00/9B/3F/wKgB4lOif-iAKbGXAAmVV8JS9HM13.jpeg,"茱萸峰位于河南焦作云台山景区，也是历代文人墨客，僧道修行的圣地。
踏千阶的云梯栈道登上海拔1297.6米的茱萸峰顶，但见群山连绵，峰涌云动，使人顿生“会当凌绝顶，一览众山小”的豪迈气概。唐代大诗人王维曾登临此峰写下“独在异乡为异客，每逢佳节倍思亲。遥知兄弟登高处，遍插茱萸少一人”的千古绝句。",1-3小时,"可以从万善寺去登茱萸峰；
也可以坐车到茱萸峰停车场",包含在云台山景区门票中,旺季 6:30-18:30，淡季 7:00-17:30。,焦作市修武县正北30公里方庄焦作云台山风景名胜区,,3
409,东北虎林园,黑龙江,哈尔滨,http://p4-q.mafengwo.net/s8/M00/46/B0/wKgBpVW_H62AGqLBAAFtT_KRotc99.jpeg,"东北虎林园位于松花江北岸，占地面积120万平方米，与著名的避暑胜地太阳岛风景区仅一水之隔。其中虎园占地36万平方米，是目前世界上最大的东北虎野生自然园林，是出于挽救和保护世界濒危物种东北虎而建立的园林。
东北虎林园目前建有野化驯养区、成虎区、幼虎区、虎王区、育成虎区、种虎区、狮虎区、非洲狮区、步行区和观虎台10个参观景点，可观赏纯种东北虎100只以上，白虎8只，雪虎1只，白狮2只，狮虎兽2只、黑色美洲虎3只，非洲狮20只。除步行区和观虎台之外，其余景点需人们坐在车内去寻觅虎踪，领略东北虎的风采。",1-3小时,"公交：乘坐35、122、123路公交车在“虎林园”站下车即到。
乘坐旅游观光巴士二号线在东北虎林园站下车。",普通票90元，团体票80元（20人以上视为团体），儿童票45元（1.0-1.4m的儿童，1米以下儿童免票））10 元景区观光车（必坐）,5月1日-10月9日8:00-17:00，10月10日-次年4月30日8:30-16:30。,哈尔滨市松北区松北街88号,,3
407,哈尔滨冰雪大世界,黑龙江,哈尔滨,http://p1-q.mafengwo.net/s7/M00/1A/1D/wKgB6lTxS56AN64eABUNaDXLDxg04.jpeg,"·在冰雪大世界，可以欣赏世界最高、最长、最大的冰雪景观。每一届都会有新的主题。
·这里还有全球知名建筑、经典卡通形象、还能观看到欧洲风情歌舞表演等。
·园区内还有各式各样的冰上运动项目，到了晚上五颜六色的灯开放时，如同置身一个冰灯的童话世界。
·由于特殊性，每年只在冬季的12月至2月开放。",3小时以上,公交：乘坐29路、88、118路旅游双巴在“冰雪大世界”站下车即到。,"门票:成人票（1天）330人民币/成人票（2天）520人民币/优惠票200人民币 (1月1日-12月31日 周一-周日)
免票:1.2米以下儿童、70周岁以上老人（持本人第二代身份证或老年证）、持有中国摄影家协会颁发《中国摄影家协会会员》证 、持有国家旅游委颁发《旅游服务质量社会监督员》证、现役军人
tips:
优惠票适用人群：儿童票: 身高1.20米以上 ；学生票:在校学生24周岁以下，只限全日制本科及本科以下的学生(需持本人二代身份证和学生证) ；残疾证:持本人残疾证(限三级以上肢体残疾)；老人票：65周岁以上、70周岁以下；含65周岁，不含70周岁；","11:00-21:30；停止售票时间:21:00 (12月23日-次年2月17日 周一-周日)
tips:
2018-2019年的营业时间已经结束；2019-2020年开放时间建议参考官网；",哈尔滨市松北区松北大道松花江北岸(太阳岛西侧),,4
408,哈尔滨极地馆,黑龙江,哈尔滨,http://b3-q.mafengwo.net/s6/M00/84/3F/wKgB4lMAtZCASjUsAAnsQ3RGw8o367.gif,"·哈尔滨极地馆是世界首座极地演艺游乐园，哈尔滨国际冰雪节四大景区之一，是以极地动物娱乐表演为核心的游乐园。
·拥有种类丰富的南北极动物和“鲸”彩绝伦的极地动物表演秀，被全球知名旅游网站“Trip Advisor”评选为“全球杰出景区”。
·除了可以看到北极熊、企鹅、鳐鱼等极地动物与海洋鱼类，还可欣赏全球独一无二的白鲸表演“海洋之心”。
·室内仿造船舱设计，采用单向游览方式，但可以反复循环参观。",3小时以上,公交：乘坐119、29、126路公交车在“太阳岛道口”站下，然后换乘极地馆免费班车即到。,"普通票:标准票160人民币/优待票110人民币 (1月1日-12月31日 周一-周日)
半票:全国统招（全日制）大专、本科及硕士研究生
免票:1.2米(含)以下儿童
tips:
优待票适用于持有效证件的65周岁(含)以上老人、残疾人，1.2-1.4米(含)儿童；未满14周岁的儿童需在成年人的陪同下入馆参观。","08:30-17:00 (1月1日-12月31日 周一-周日)
tips:
淡旺季营业时间不同，以景区提示时间为准；表演每隔两个小时一场，白鲸表演为10:00、12:00、14:00、16:00，海狮表演为11:00 、13:00、15:00；鳐鱼表演为10:30、14:30。",哈尔滨市松北区太阳大道3号(近太阳岛公园正门),,3
402,黑龙江省博物馆,黑龙江,哈尔滨,http://n1-q.mafengwo.net/s5/M00/52/F7/wKgB3FGsKVOAW-kyAAX9G-UsEQs12.jpeg,"黑龙江省博物馆是一所大型综合性省级博物馆，1962年郭沫若先生题写馆名。 是黑龙江省收藏历史文物、艺术品和动、植物标本的中心。现有各类藏品约11万余件。新石器时代玉器、唐代渤海鎏金铜佛和金佛、金代丝织品服饰等均为精品。黑龙江省嘉荫县龙骨山出土的白垩纪晚期平头鸭嘴龙和从青冈县征集到的距今2万年的第四纪披毛犀、猛犸象三具大型化石骨架也是相当珍贵的文物。
黑龙江省博物馆主楼始建于1906年，是一座欧洲巴洛克式建筑，为原俄罗斯商场旧址。",1-3小时,公交：乘坐2、2空调、6、7、8、13、13区间、14、14空调、16、18、21、28、32、33、64、74、89、92、94、101、103、108、109、115、119、888、夜1路等公交车在“博物馆”站下车即到。,免费（需持身份证领票参观）,"周二-周日9:00-16:30,15:30停止发票，周一闭馆。",哈尔滨市南岗区红军街50号,,5
404,圣索菲亚大教堂,黑龙江,哈尔滨,http://p4-q.mafengwo.net/s12/M00/6F/60/wKgED1wKeKiAQ_BVADB-9AMPHDw99.jpeg,"·始建于1907年的圣索菲亚大教堂是哈尔滨的地标性建筑，绿色的洋葱头式大穹顶十分引人注目。
·这座宏伟的拜占庭式建筑已不再具有教堂的功能，与白天相比，教堂的夜景更美丽。
·圣索菲亚大教堂曾经是远东地区最大的东正教堂，目前是中国保存最完整的拜占庭式建筑。
·改建成艺术馆后，通过展示近千幅图片和城市规划沙盘，反映了哈尔滨的历史、现状与未来。
·教堂前的广场有“广场鸽”，还设有大型系列音乐喷泉，当地人非常喜欢在这里拍婚纱照。",获取失败,公交：乘坐1、5、20、61、113、114、206路等公交车在“兆麟街”站下车，步行约400米即到。,"成人票:15人民币 (1月1日-12月31日 周一-周日)
tips:
儿童票7人民币",08:30-17:00；停止入场时间:16:45 (1月1日-12月31日 周一-周日),哈尔滨市道里区透笼街88号,,4
405,中央大街步行街,黑龙江,哈尔滨,http://n2-q.mafengwo.net/s7/M00/58/4B/wKgB6lS_vhWAdXICAAQNAwKzqy813.jpeg,"·中央大街是哈尔滨最繁华的商业街，这条拥有超过百年历史的商业街荟萃着许多经典的欧式建筑。
·开满了各种百货商店，每到夜晚整条街被灯光渲染得流光溢彩，是哈尔滨必游之地。
·来到中央大街一定要去尝尝地道的俄式西餐，以及大名鼎鼎的马迭尔冰棍。",获取失败,公交：乘坐53、113、114、126路公交车在“中央大街”站下车即到。,免费,全天,哈尔滨市道里区中央大街3号,,3
347,东湖生态旅游风景区,湖北,武汉,http://n1-q.mafengwo.net/s11/M00/97/51/wKgBEFq4zL2AQvtuABZJCF48aZA99.jpeg?imageMogr2%2Fthumbnail%2F%21690x370r%2Fgravity%2FCenter%2Fcrop%2F%21690x370%2Fquality%2F100,"·位于武汉武昌东部，故此得名，是中国第二大的城中湖，现为中国水域面积最为广阔的城中湖之一，
·分为四个区域：听涛景区、东湖磨山景区、落雁景区和吹笛景区，四个景区各具特色。
·毛主席一生钟爱东湖，将其称为“白云黄鹤的地方”。",3小时以上,1、乘坐22路公交车可直达东湖风景区。2、乘坐14、108、402、534、537、578、605、777、810路公交车可达东湖听涛景区。3、乘坐401、402、413、515、643路公交车可达东湖磨山景区。,免费,全天,湖北省武汉市武昌区沿湖大道16号,,5
346,黄鹤楼,湖北,武汉,http://b1-q.mafengwo.net/s10/M00/F4/2B/wKgBZ1h3XBmACDWJABRKxvwPuSM36.jpeg?imageMogr2%2Fthumbnail%2F%21690x370r%2Fgravity%2FCenter%2Fcrop%2F%21690x370%2Fquality%2F100,"·黄鹤楼位于武昌江畔，紧邻长江大桥，有“天下江山第一楼”的美誉，是""江南三大名楼""之一。
·因“昔人已乘黄鹤去，此地空余黄鹤楼”诗句而名扬天下，李白、毛泽东等都为黄鹤楼留下诗词。
·建于蛇山之上，登上楼顶远眺，武汉三镇和长江尽收眼底，视野开阔，是武汉的城市地标之一。
·景区内还有大量的石碑、石刻，都是历代名人的真迹，极具艺术价值。",1小时以下,乘坐电车1路/电车4路/10/61/64/108/401/402/411/413/584路至黄鹤楼站，即可到达,全价票:70人民币 (1月1日-12月31日 周一-周日),08:00-18:00(旺季) (4月1日-10月31日 周一-周日),湖北省武汉市武昌区蛇山西山坡特1号,,3
349,昙华林,湖北,武汉,http://p1-q.mafengwo.net/s10/M00/ED/C5/wKgBZ1hzFJeAFfDtAAzBx5g6j5s78.jpeg?imageMogr2%2Fthumbnail%2F%21690x370r%2Fgravity%2FCenter%2Fcrop%2F%21690x370%2Fquality%2F100,"·武昌花园山以北、凤凰山以南，东起中山路，西至得胜桥，聚集了许多咖啡店和特色小店。
·1200米的街区集中了几十处百年老建筑，是1371年武昌城扩建定型后逐渐形成的一条老街。
·主要景点包括仁济医院、文华书院、育婴堂万婴墓等，一砖一瓦都刻着老武汉的历史记忆。
·各流派建筑于此，中西文化交汇，风雨不变百年古街，现已成为武汉的文艺街区。",1-3小时,乘坐11 、14、18 、19 、514 、515、521、529、530 、539 、542、554、566 、572 、573 、607路等公交车在司门口站下车即到。,免费,全天,"湖北省武汉市武昌区胭脂路昙华林(武昌区东北角,中山路和得胜桥之间)",,4
345,武汉大学,湖北,武汉,http://b1-q.mafengwo.net/s12/M00/2D/9A/wKgED1v4F32AL8F-AA7Wb2MOfwk28.jpeg?imageMogr2%2Fthumbnail%2F%21690x370r%2Fgravity%2FCenter%2Fcrop%2F%21690x370%2Fquality%2F100,"·前身为清末湖广总督张之洞创立的自强学堂，后更名为“国立武汉大学”；濒临东湖，环抱珞珈山，校园内绿树成荫。
·樱花名声远扬，校园内有樱花城堡、樱花大道、樱顶、珞珈广场等主要赏樱地点；其中，“老斋舍”前的“樱花大道”，是武大赏樱的好去处。
·除了樱花，更值得一看的是一幢幢的老建筑；珞珈山腰东南的教工住宅群，建筑风格整体采用了英式乡间别墅风格，每一栋都自有其特点。",1-3小时,乘坐317、413、515、519、552、564、572、587、591、608、724路公交车在八一路珞珈山站下车即可到达。,免费，樱花开放期间(3月中旬至4月初)，游客需在网上实名限量免费预约，其余时间可自由进入校园。,全天,湖北省武汉市武昌区八一路299号,,4
348,武汉长江大桥,湖北,武汉,http://b1-q.mafengwo.net/s10/M00/CC/EB/wKgBZ1mHDheAQFKlAA0zNVOg3-g88.jpeg?imageMogr2%2Fthumbnail%2F%21690x370r%2Fgravity%2FCenter%2Fcrop%2F%21690x370%2Fquality%2F100,"·新中国成立后在长江上修建的第一座公铁两用桥，全长约1670米，被称为“万里长江第一桥”。
·桥头两侧的桥头堡是在苏联政府支持与帮助下修建的，整座大桥充满了俄式风格。
·大桥采用两层结构，上层是公路，两侧为人行道，下层是铁路。从大桥到黄鹤楼、辛亥革命纪念馆等著名景点很便捷。
·游览大桥，可以和桥头堡附近的景点一并游玩；也可以步行走过大桥，在桥面上遥看武汉三镇的风光。",1小时以下,乘坐11/ 18/ 25/ 43/ 514/ 539/ 542/ 554/ 566/ 572/ 573/ 578/ 607/ 717/804/ 916至临江大道平湖门站，即可到达,免费,全天,湖北省武汉市武昌区临江大道19长江大桥(横跨于武汉市汉阳龟山与武昌蛇山之间的江面上),,5
351,爱晚亭,湖南,长沙,http://b1-q.mafengwo.net/s6/M00/FD/37/wKgB4lN1qLWAcYfHABXgm1GTbzM48.jpeg,"·爱晚亭三面环山，四周被枫林包围，是岳麓山中观赏红叶秋景最佳地之一。
·名字取自杜牧著名诗句“停车坐爱枫林晚，霜叶红于二月花”。
·亭子的四个翼角向上高翘，盖着绿色琉璃瓦，是毛泽东同志早年从事革命活动的地方。
·爱晚亭重建时，毛泽东亲笔题写“爱晚亭”三字，如今悬挂的匾额，是根据毛泽东手书手迹而制。",1小时以下,从岳麓书院靠山侧的门出来后便是爱晚亭。,免费,全天,湖南省长沙市岳麓区登高路58号,,4
332,八路军驻湘办事处,湖南,长沙,http://n2-q.mafengwo.net/s2/M00/EF/D2/wKgBpU4_bTHMFKJHAANfc7s4HDw64.jpeg,为省级重点文物保护单位。1937年10月，在国共合作抗日的形势下，中共中央派徐特立、王凌波从延安来长沙建立八路军驻湘办事处。历时近三年，由徐特立担任驻湘代表、高级参议，王凌波任办事处主任。1938年3月办事处迁往寿星街2号．1938年10月周恩来，叶剑英由武汉来长沙，就住在这里。通讯处成立后，积极宣传中国共产党的抗日主张和抗日救国的形式，吸收革命青年分赴抗日前线，向抗日前线转运通讯器材和医药用品。1938年通讯处被焚毁，现已按原貌重修。1972年，省政府将徐祠巷15号（徐家祠堂旧址）确定为八路军驻湘办事处，作为革命纪念地，并重新修缮，对外开放。,获取失败,乘坐1路、142路、301路、321路、501路北线、501路南线、旅3区间线，在小吴门站下车即可到达。,免费,09:00-17:00 (1月1日-12月31日 周一-周日),芙蓉区蔡锷中路徐祠巷15号,,4
324,白沙古井,湖南,长沙,http://n1-q.mafengwo.net/s2/M00/EF/77/wKgBpU4_a0jocJzTAAK5Pxvwbrw10.jpeg,"白沙古井简称白沙井，被称为“长沙第一泉”，原来只有一眼出水，到明末时水分成二眼，经过多次修整后扩为四眼，井口0.6米见方，泉水从井底涌出，终年不断。以前井旁有一座龙王庙，庙中有一副对联写道：“常德德山山有德，长沙沙水水无沙”，说明井水清澈纯净。
白沙井取水的习惯延续千年，你也可以效仿市民们带着各式壶罐前来打水。用白沙井水沏的茶称为“沙水茶”，清香甘美。据说长沙的名酒“白沙液”，就是用该井的井水酿成。",获取失败,乘139、145、803路公交车在白沙井站下车即到,免费,08:00-18:00 (1月1日-12月31日 周一-周日),湖南省长沙市芙蓉区白沙路26号（贺龙体育场西侧）,,5
